System_Affiliation,Facility_Name,Current Year Market Share,Current Year Commercial Market Share,Hosp Lat,Hosp Long,Quality-Complications_Deaths,Likelihood to Recommend,Overall Hospital Linear Mean Score,Quality-Hosp Acq Infections,Quality-Readmissions,Total 2017-22 Pop Growth,2017 Household Income,CY Discharges,Estimated NR,Estimated CM,Estimated EBITDA,Current Liabilities,Current Assets,Total Liabilities,Fund Balance,EBITDAR
No Known Affiliation,Haxtun Hospital District-Colorado,0.1829787234,4.48E-02,40.615823,-102.589709,Not Available,Not Available,Not Available,Not Available,No Different than the National Rate,-7.59E-03,56710.86999,59,302547,175742,9336,821496,2752883,1411496,3360840,1136796
Hays Medical Center,Hays Medical Center Inc.-Kansas,0.3248229287,0.407039455,38.854266,-99.345639,No Different than the National Rate,73,90,Better than the National Benchmark,No Different than the National Rate,-1.41E-03,62304.7464,5368,66622177,40112822,16802606,20902789,57087366,81736809,189269372,22366688
Appalachian Regional Healthcare,Hazard Arh Regional Medical Center-Kentucky,0.1914559882,0.1132211973,37.289792,-83.193829,No Different than the National Rate,65,87,Better than the National Benchmark,No Different than the National Rate,-2.08E-02,43060.73985,11311,99952621,52475215,2224444,-10033930,7100876,-9229288,81530710,28997371
No Known Affiliation,Healdsburg District Hospital-California,0.1068818514,4.10E-02,38.623044,-122.852699,No Different than the National Rate,71,87,No Different than National Benchmark,No Different than the National Rate,3.80E-02,107287.4087,949,10094186,5714773,1674868,7260894,12155847,14090633,7120125,3406845
Mercy Health,Healdton Municipal Hospital-Oklahoma,0.1198762568,8.08E-02,34.267748,-97.501377,No Different than the National Rate,Not Available,Not Available,Not Available,No Different than the National Rate,-7.60E-03,50374.28012,226,2452272,1531429,421810,501624,2475012,514167,2356471,717083
Orlando Health Systems,Health Central-Florida,0.21199154,0.1493444196,28.578542,-81.534583,No Different than the National Rate,67,87,No Different than National Benchmark,No Different than the National Rate,0.1007490475,75656.86082,11746,116165955,67428627,22930256,28653350,67455909,169315343,100210389,34457073
Nexus Health Systems,Healthbridge Children'S Hospital - Orange-California,5.68E-04,1.18E-03,33.78465,-117.844552,Not Available,Not Available,Not Available,Not Available,Not Available,1.98E-02,91282.20805,134,3683646,2621297,1663764,,,,,
Healthmark,Healthmark Regional Medical Center-Florida,0.1489921122,9.34E-02,30.641529,-86.214242,No Different than the National Rate,69,Not Available,Not Available,No Different than the National Rate,5.67E-02,51002.50487,696,4282627,2532602,430207,1575719,6511698,7568398,5978754,1615092
Lee Memorial Health System,Healthpark Medical Center-Florida,0.268327906,0.3437217121,26.491684,-81.915821,No Different than the National Rate,73,88,No Different than National Benchmark,No Different than the National Rate,0.1284271208,69393.93256,25994,280316053,159160976,52067332,154096382,1023931362,922959804,833485174,185493110
HealthSouth,Healthsouth Bakersfield Rehabilitation Hospital-California,2.20E-02,9.32E-03,35.34328,-119.064572,,,,,,7.83E-02,72593.38844,1775,30204606,18261034,3908393,,,,,
HealthSouth,Healthsouth Cardinal Hill Rehab Hospital-Kentucky,1.74E-02,1.02E-02,38.040928,-84.541706,,,,,,4.81E-02,64994.15278,2742,32870797,19705887,3659014,,,,,
HealthSouth,Healthsouth Chattanooga Rehabilitation Hospital-Tennessee,1.09E-02,6.01E-03,35.029235,-85.271055,,,,,,4.72E-02,66273.17183,1167,15124394,9431650,2646603,,,,,
HealthSouth,Healthsouth City View Rehab Hospital-Texas,6.81E-03,6.70E-03,32.667546,-97.417955,,,,,,0.06798446174,76514.12094,1424,20237932,12879530,4375454,,,,,
HealthSouth,Healthsouth Emerald Coast Rehabilitation Hospital-Florida,4.35E-02,2.77E-02,30.197819,-85.657702,,,,,,6.32E-02,62539.41218,1617,22991703,14239069,3781283,,,,,
HealthSouth,Healthsouth Lakeview Rehabilitation Hosp-Kentucky,1.83E-02,1.36E-02,37.705713,-85.841795,,,,,,3.97E-02,60712.93033,810,10012726,6229548,1657741,,,,,
HealthSouth,Healthsouth Northern Ky Rehab Hospital-Kentucky,2.55E-02,7.61E-03,39.027371,-84.560707,,,,,,5.54E-02,79284.2661,1309,14912803,8882225,1618785,,,,,
HealthSouth,Healthsouth Plano Rehab Hospital-Texas,5.73E-03,3.99E-03,33.021961,-96.73951,,,,,,9.38E-02,109348.0887,1607,21319972,13559703,4451059,,,,,
HealthSouth,Healthsouth Rehab Hospital Abilene-Texas,5.09E-03,4.10E-03,32.351817,-99.828758,,,,,,1.15E-02,61066.9376,704,8706323,5420911,1398701,,,,,
HealthSouth,Healthsouth Rehab Hospital Dallas-Texas,3.20E-03,3.49E-03,32.902462,-96.792787,,,,,,2.19E-02,84821.36749,1136,16165244,10487375,4016169,,,,,
HealthSouth,Healthsouth Rehab Hospital Humble-Texas,4.25E-03,6.60E-03,30.008515,-95.288447,,,,,,7.54E-02,77323.43551,966,14178588,9057209,3266249,,,,,
HealthSouth,Healthsouth Rehab Hospital Mid-Cities-Texas,8.15E-03,9.70E-03,32.852333,-97.131428,,,,,,5.49E-02,98495.72564,1364,20166510,12909621,4542578,,,,,
HealthSouth,Healthsouth Rehab Hospital Of Alexandria-Louisiana,1.91E-02,9.75E-03,31.265494,-92.470531,,,,,,1.10E-02,56537.3371,929,11932241,7289850,1645889,,,,,
HealthSouth,Healthsouth Rehab Hospital Of Richardson-Texas,5.32E-03,4.42E-03,32.974364,-96.741936,,,,,,4.94E-02,95954.40587,1286,18188736,11424040,3741908,,,,,
HealthSouth,Healthsouth Rehab Hospital Of Round Rock-Texas,7.21E-03,8.29E-03,30.520486,-97.718492,,,,,,0.1250698123,86227.33449,1828,25014951,16023346,5717494,,,,,
HealthSouth,Healthsouth Rehab Hospital The Vintage-Texas,6.21E-03,3.33E-03,29.978472,-95.573365,,,,,,0.1130938011,101037.0839,1165,14707543,9138124,2427723,,,,,
HealthSouth,Healthsouth Rehab Hospital The Woodlands-Texas,4.42E-03,4.63E-03,30.234375,-95.497061,,,,,,0.1186715679,102316.9055,990,14290710,9090708,3206706,,,,,
HealthSouth,Healthsouth Rehab Hospital Vision Park-Texas,7.07E-03,5.38E-03,30.234375,-95.497061,,,,,,0.1170661571,107108.7639,1219,16904478,10573458,3269409,,,,,
HealthSouth,Healthsouth Rehab Hospital-Arlington-Texas,7.72E-03,8.58E-03,32.692002,-97.133178,,,,,,6.74E-02,79596.79029,1621,22359219,14163716,4648623,,,,,
HealthSouth,Healthsouth Rehab Hospital-Austin-Texas,7.15E-04,6.99E-04,30.243515,-97.765543,,,,,,0.1101765575,79353.93834,189,2769808,1743586,596067,,,,,
HealthSouth,Healthsouth Rehab Hospital-Beaumont-Texas,7.16E-04,2.10E-03,30.055852,-94.17475,,,,,,6.83E-03,65874.15223,108,1692599,1124934,509366,,,,,
HealthSouth,Healthsouth Rehab Hospital-Midland/Odessa-Texas,3.23E-02,1.24E-02,32.032412,-102.212591,,,,,,1.02E-02,87242.48391,1357,16484606,10383906,3139665,,,,,
HealthSouth,Healthsouth Rehab Hospital-Texarkana-Texas,9.44E-03,6.99E-03,33.344509,-94.179505,,,,,,1.00E-02,57708.93406,1270,13496073,8316437,1938303,,,,,
HealthSouth,Healthsouth Rehab Hospital-Texas,4.38E-03,4.31E-03,32.758927,-97.329137,,,,,,5.96E-02,71223.87338,1049,14705130,9321356,3131830,,,,,
HealthSouth,Healthsouth Rehab Hospital-Wichita Falls-Texas,6.92E-02,2.61E-02,33.867129,-98.490584,,,,,,1.27E-02,61133.33998,1456,19139201,11904615,3036066,,,,,
HealthSouth,Healthsouth Rehab Institute-San Antonio-Texas,3.40E-03,3.76E-03,29.524633,-98.607918,,,,,,6.93E-02,73137.14098,1240,18810834,12120905,4588026,,,,,
HealthSouth,Healthsouth Rehab-Charleston-South Carolina,1.31E-02,8.90E-03,32.931181,-80.03278,,,,,,8.38E-02,71325.44065,1068,16537313,10340679,3151697,,,,,
HealthSouth,Healthsouth Rehab-Columbia-South Carolina,1.89E-02,1.21E-02,34.10457,-81.045378,,,,,,7.37E-02,73418.767,1847,25357041,16044933,4906861,,,,,
HealthSouth,Healthsouth Rehab-Florence-South Carolina,1.54E-02,1.33E-02,34.207528,-79.643043,,,,,,1.62E-02,53198.50983,1185,16454421,10293916,2925742,,,,,
HealthSouth,Healthsouth Rehab-Rock Hill-South Carolina,4.55E-02,0.03086014445,34.969927,-81.080254,,,,,,0.1076969986,88648.41443,1414,18073239,11285109,3010480,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital At Martin Health-Florida,3.29E-02,9.55E-03,27.095818,-80.253017,,,,,,0.1550354885,80240.75183,1397,18466551,11259401,2543881,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Franklin-Tennessee,7.08E-03,4.19E-03,35.912738,-86.777011,,,,,,8.65E-02,96031.47749,482,7155734,4547715,1396709,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Kingsport-Tennessee,1.60E-02,1.19E-02,36.530422,-82.566884,,,,,,1.50E-02,54897.9615,790,9520373,5864661,1490838,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital North-Tennessee,1.93E-02,9.83E-03,35.226604,-89.924698,,,,,,5.76E-02,67909.58951,1158,14690900,9092481,2460225,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Altamonte Springs-Florida,4.09E-03,1.68E-03,28.662325,-81.41163,,,,,,8.92E-02,74503.42549,1059,14984992,9293574,2660769,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Cypress-Texas,6.73E-03,7.27E-03,29.926754,-95.603651,,,,,,0.1248715813,93554.24755,1496,22457823,14395552,5285063,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Largo-Florida,1.23E-02,7.05E-03,27.915231,-82.802897,,,,,,1.37E-02,67157.87372,1503,21713783,13323247,3527627,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Memphis-Tennessee,1.26E-02,1.03E-02,35.132399,-90.004449,,,,,,1.65E-02,58007.89033,1382,20618266,12929522,4097431,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Miami-Florida,1.09E-02,4.45E-03,25.573086,-80.337546,,,,,,5.08E-02,80602.00034,1409,18278003,11238567,2759034,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Newnan-Georgia,8.96E-03,5.89E-03,33.415402,-84.707987,,,,,,0.1089057538,71693.19158,986,14038773,8797495,2685251,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Ocala-Florida,1.85E-02,5.58E-03,29.16044,-82.129169,,,,,,0.12625867,58982.85645,1482,18899852,11555460,2585954,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Sarasota-Florida,2.53E-02,6.01E-03,27.339781,-82.349619,,,,,,7.40E-02,75917.17921,2275,28081170,17153697,3815421,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Spring Hill-Florida,2.49E-02,7.18E-03,28.558378,-82.528484,,,,,,8.93E-02,53396.37665,1714,21605824,13159963,3049074,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital Of Tallahassee-Florida,2.26E-02,5.38E-03,30.477204,-84.225146,,,,,,6.27E-02,65605.13842,1147,13470877,8231055,2020628,,,,,
HealthSouth,Healthsouth Rehabilitation Hospital South Austin-Texas,3.47E-03,2.32E-03,30.243515,-97.765543,,,,,,0.1014137371,91858.44819,813,11378324,7018797,1990627,,,,,
HealthSouth,Healthsouth Sea Pines Rehabilitation Hospital-Florida,2.01E-02,8.06E-03,28.078156,-80.627851,,,,,,7.76E-02,67694.63078,1554,22202282,13735948,3647101,,,,,
HealthSouth,Healthsouth Sugar Land Rehab Hospital-Texas,4.96E-03,5.76E-03,29.565638,-95.636619,,,,,,8.56E-02,104035.0679,1453,22566685,14481307,5228309,,,,,
HealthSouth,Healthsouth Sunrise Rehabilitation Hospital-Florida,9.92E-03,4.70E-03,26.179676,-80.274999,,,,,,2.98E-02,78005.35558,2517,33204692,20628988,5525330,,,,,
HealthSouth,Healthsouth Treasure Coast Rehabilitation Hospital-Florida,6.10E-02,1.26E-02,27.6413,-80.403437,,,,,,8.53E-02,75461.79049,1640,21292412,13007555,2832274,,,,,
HealthSouth,Healthsouth Tustin Rehabilitation Hospital-California,5.22E-03,2.92E-03,33.735739,-117.819193,,,,,,1.38E-02,108699.6971,1288,23886601,15175632,5100103,,,,,
HealthSouth,Healthsouth Walton Rehabilitation Hospital-Georgia,1.30E-02,3.58E-03,33.432093,-81.954903,,,,,,4.97E-02,68621.91218,1172,22188908,14078880,4296064,,,,,
HCA,Heart Hospital Of Austin-Texas,1.45E-02,8.25E-03,30.322106,-97.739725,,,,,,9.71E-02,91032.47697,3476,81476499,42566019,18505811,,,,,
Franciscan Missionaries of Our Lady Health System Inc.,Heart Hospital Of Lafayette-Louisiana,2.26E-02,2.22E-02,30.156529,-92.027489,No Different than the National Rate,92,96,No Different than National Benchmark,No Different than the National Rate,1.66E-02,67556.67533,1694,45939730,28271263,15619910,4210136,12185774,4400434,23133162,5809207
Community Health Systems,Heart Of Florida Regional Medical Center-Florida,0.1702670369,0.1363737486,28.190223,-81.610109,No Different than the National Rate,56,81,No Different than National Benchmark,No Different than the National Rate,0.1013098678,55831.98883,10267,84699190,46961875,13056659,77335131,28443093,83236530,45038492,45411929
No Known Affiliation,Heart Of The Rockies Reg Med Center-Colorado,0.5129642607,0.5024752475,38.551602,-106.066126,No Different than the National Rate,78,92,Not Available,No Different than the National Rate,4.37E-02,64469.81789,1038,10065155,5769434,1910081,5789767,29485814,31270347,45626612,8088440
Universal Health Services Inc.,Heartland Behavioral Health Services - Nevada Mo-Missouri,6.55E-03,3.86E-03,37.841032,-94.355543,,,,,,3.64E-02,57175.79321,2014,7850695,4584298,-1621983,,,,,
Heartland Health-St Joseph MO,Heartland Long Term Acute Care Hospital - St. Joseph Mo-Missouri,1.02E-02,2.59E-03,39.789837,-94.802434,,,,,,1.33E-02,60505.55118,262,4514441,2348077,261895,,,,,
Heartland Health-St Joseph MO,Heartland Regional Medical Center - St. Joseph Mo-Missouri,0.6227391408,0.5776595745,39.789837,-94.802434,No Different than the National Rate,68,90,No Different than National Benchmark,No Different than the National Rate,1.27E-02,59446.3752,17712,195960888,115888753,40863943,66457774,108547454,318750109,506721299,38925904
Saint Luke's Health System,Hedrick Medical Center - Chillicothe Mo-Missouri,0.2148233932,0.1931097008,39.784854,-93.541067,No Different than the National Rate,72,92,Not Available,No Different than the National Rate,-1.08E-02,55061.742,1492,10255647,6020018,1033842,5679115,18301611,5679115,34925323,3403243
Physicians for Healthy Hospitals,Hemet Valley Medical Center-California,0.4417907004,0.1728886169,33.702169,-116.979203,No Different than the National Rate,40,74,No Different than National Benchmark,No Different than the National Rate,5.82E-02,58431.88402,12208,93683906,49727161,2715769,88337538,119037337,88382700,38524495,9573425
Community Health Systems,Henderson County Community Hospital-Tennessee,0.1045751634,3.80E-02,35.666048,-88.405298,No Different than the National Rate,72,Not Available,Not Available,No Different than the National Rate,3.32E-02,55208.534,369,2375734,1385735,202667,25753797,2870952,25753797,-16241710,-1653689
Universal Health Services Inc.,Henderson Hospital-Nevada,2.86E-02,2.26E-02,36.126682,-114.964819,Not Available,Not Available,Not Available,Not Available,Not Available,0.1044486574,76625.05643,1892,23439658,14462042,5930185,,,,,
No Known Affiliation,Hendrick Medical Center-Texas,0.125891679,0.1926104532,32.569707,-99.676394,No Different than the National Rate,78,90,No Different than National Benchmark,No Different than the National Rate,1.17E-02,61931.01481,17374,205909844,116912989,39966261,58865257,85263321,572625155,47521253,49055811
